patch_slug,patch_name,source_url,source_kind,item_index,item_type,section_h2,section_h3,section_h4,text
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,246,li,,MODES,,Second chance converted to EVO if unused by the round cutoff
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,247,li,,MODES,,Battle Sense: HUD indicator when enemies are within 50 meters
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,248,li,,MODES,,Auto Heals Health regenerates out of combat Auto heal starts after each kill
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,249,li,,MODES,,Health regenerates out of combat
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,250,li,,MODES,,Auto heal starts after each kill
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,251,li,,MODES,,"Additional adjustments to loot pool, circle sizes, and round times to accommodate solo play"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,252,p,,MODES,,Mixtape
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,253,li,,MODES,,"Lockdown added to rotation: Zeus Station, Monument"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,254,li,,MODES,,"Mixtape Map Rotations Default rotation Control: Production Yard, Thunderdome Gun Run: The Core, Wattson's Pylon Lockdown: Monument, Zeus Station TDM: Skulltown, Zeus Station Mixtape rotation (5/24-5/28) Gun Run: The Core, Wattson’s Pylon Lockdown: Monument, Zeus Station TDM: Skulltown, Zeus Station 1st Week of Pride Month (6/1-6/7) Control: Barometer Gun Run: Wattson’s Pylon Lockdown: Zeus Station TDM: Zeus Station Mixtape Rotation (6/11-6/17) Control: Barometer, Caustic Treatment Lockdown: Monument, Zeus Station TDM: Skulltown, Zeus Station TDM 24/7 (6/18-6/24) Rules Scorelimit: 35 Time Limit: 10 minutes Increased health regen Skull Town, Zeus Station, Monument, Thunderdome, Wattson’s Pylon, Fragment"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,255,li,,MODES,,"Default rotation Control: Production Yard, Thunderdome Gun Run: The Core, Wattson's Pylon Lockdown: Monument, Zeus Station TDM: Skulltown, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,256,li,,MODES,,"Control: Production Yard, Thunderdome"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,257,li,,MODES,,"Gun Run: The Core, Wattson's Pylon"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,258,li,,MODES,,"Lockdown: Monument, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,259,li,,MODES,,"TDM: Skulltown, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,260,li,,MODES,,"Mixtape rotation (5/24-5/28) Gun Run: The Core, Wattson’s Pylon Lockdown: Monument, Zeus Station TDM: Skulltown, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,261,li,,MODES,,"Gun Run: The Core, Wattson’s Pylon"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,262,li,,MODES,,"Lockdown: Monument, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,263,li,,MODES,,"TDM: Skulltown, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,264,li,,MODES,,1st Week of Pride Month (6/1-6/7) Control: Barometer Gun Run: Wattson’s Pylon Lockdown: Zeus Station TDM: Zeus Station
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,265,li,,MODES,,Control: Barometer
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,266,li,,MODES,,Gun Run: Wattson’s Pylon
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,267,li,,MODES,,Lockdown: Zeus Station
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,268,li,,MODES,,TDM: Zeus Station
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,269,li,,MODES,,"Mixtape Rotation (6/11-6/17) Control: Barometer, Caustic Treatment Lockdown: Monument, Zeus Station TDM: Skulltown, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,270,li,,MODES,,"Control: Barometer, Caustic Treatment"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,271,li,,MODES,,"Lockdown: Monument, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,272,li,,MODES,,"TDM: Skulltown, Zeus Station"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,273,li,,MODES,,"TDM 24/7 (6/18-6/24) Rules Scorelimit: 35 Time Limit: 10 minutes Increased health regen Skull Town, Zeus Station, Monument, Thunderdome, Wattson’s Pylon, Fragment"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,274,li,,MODES,,Rules
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,275,li,,MODES,,Scorelimit: 35
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,276,li,,MODES,,Time Limit: 10 minutes
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,277,li,,MODES,,Increased health regen
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,278,li,,MODES,,"Skull Town, Zeus Station, Monument, Thunderdome, Wattson’s Pylon, Fragment"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,279,li,,MODES,,"LTM Rotations 5/24-5/28 Control: Production Yard, Thunderdome, Caustic, Barometer, Lava Siphon 5/31-6/3 Control: Production Yard, Thunderdome, Caustic, Barometer, Lava Siphon 6/11-6/17 Gun Run: Skull Town, Zeus Station, Thunderdome, Wattson, Fragment, The Core"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,280,li,,MODES,,"5/24-5/28 Control: Production Yard, Thunderdome, Caustic, Barometer, Lava Siphon"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,281,li,,MODES,,"5/31-6/3 Control: Production Yard, Thunderdome, Caustic, Barometer, Lava Siphon"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,282,li,,MODES,,"6/11-6/17 Gun Run: Skull Town, Zeus Station, Thunderdome, Wattson, Fragment, The Core"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,283,h3,,RANKED,,RANKED
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,284,li,,RANKED,,All players in a premade Ranked squad must be within 3 Rank tiers of each other or they will not be allowed to progress to matchmaking
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,285,li,,RANKED,,No tuning changes to be made to ranked scoring for the launch of Upheaval
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,286,p,,RANKED,,"Dev Note: While we are happy with how Breakout Ranked was received, there is some feedback that we want to address for the start of Upheaval. As always, we’ll be monitoring feedback and data for any required tuning changes during the season and any major updates required for the future."
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,287,p,,RANKED,,Season Reset
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,288,li,,RANKED,,"Where you ended in your last season of Ranked will determine where you start in Upheaval If you ended your last season in Rookie, you will be reset to 1 RP If you ended your last season above Rookie, you will be reset to Bronze IV"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,289,li,,RANKED,,"If you ended your last season in Rookie, you will be reset to 1 RP"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,290,li,,RANKED,,"If you ended your last season above Rookie, you will be reset to Bronze IV"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,291,p,,RANKED,,Split Timing
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,292,li,,RANKED,,"Split 2 will take place at the same time as the .1 patch, not a week after like in previous seasons"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,293,p,,RANKED,,Upheaval Ranked Rewards
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,294,li,,RANKED,,Your end-of-season rewards will now be determined by the highest Rank tier you achieved during the entire season
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,295,li,,RANKED,,"Split Rewards: your season-end reward badge will be animated if you match your Split 1 Rank in Split 2 If you do not achieve this, you will get the normal version of your badge"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,296,li,,RANKED,,"If you do not achieve this, you will get the normal version of your badge"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,297,h3,,WORLD SYSTEMS,,WORLD SYSTEMS
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,298,li,,WORLD SYSTEMS,,Improved end ring generation system
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,299,h3,,BUG FIXES,,BUG FIXES
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,300,li,,BUG FIXES,,Equipping an Evac Tower or Mobile Respawn Beacon will no longer close the inventories of all other players in the match
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,301,li,,BUG FIXES,,Firing Range : fixed some edge cases where Legend change was available when it shouldn’t be
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,302,li,,BUG FIXES,,Fixed occasional crash when interacting with an enemy’s crafted banner
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,303,li,,BUG FIXES,,“Mischief Medic” no longer appears as “Highlighted Healer”
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,304,li,,BUG FIXES,,Olympus : players can no longer enter/exit Vault without key
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,305,li,,BUG FIXES,,Survey Beacons and Ring Consoles should now be pingable again from the map
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,306,li,,BUG FIXES,,"When hip firing with the Devotion, it will now properly track its reticle"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,307,h3,,LEGENDS,,LEGENDS
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,308,li,,LEGENDS,,Ballistic : duration of speedy whistler restored to 2s
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,309,li,,LEGENDS,,Bloodhound Passive markers no longer appear for teammates not on player’s squad Players can once again be scanned by two Bloodhounds at the same time
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,310,li,,LEGENDS,,Passive markers no longer appear for teammates not on player’s squad
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,311,li,,LEGENDS,,Players can once again be scanned by two Bloodhounds at the same time
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,312,li,,LEGENDS,,Catalyst : fixed Dark Veil not charging for a short duration off of spawn
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,313,li,,LEGENDS,,Crypto : recall audio when the drone is far away from you is audible once again
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,314,li,,LEGENDS,,Maggie : Removed drill burn audio for players in the area of effect while phased
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,315,li,,LEGENDS,,Removed Wraith Shadows from the void if you aren’t playing as Wraith
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,316,li,,LEGENDS,,Wattson : resolved bad spawn points for Arc Stars generated from the Falling Stars upgrade
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,317,h3,,QUALITY OF LIFE,,QUALITY OF LIFE
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,318,li,,QUALITY OF LIFE,,Additional security improvements
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,319,li,,QUALITY OF LIFE,,Airdropping Replicators now project a beam upwards as they are descending to help differentiate them from other airdrops
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,320,li,,QUALITY OF LIFE,,"Back by popular demand, you can requeue at the end of Pubs BR and Mixtape matches"
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,321,li,,QUALITY OF LIFE,,Ballistic : can now add any locked-set weapon into the sling where it will be converted to the proper locked-set tier and restored to its original state when being moved out (red-tier still not allowed)
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,322,li,,QUALITY OF LIFE,,Death Box Flyers : option to automatically ping the location of the Death Box will be prompted when knocking it from a Flyer’s grasp
upheaval,Upheaval,https://www.ea.com/games/apex-legends/apex-legends/news/upheaval-patch-notes,patch_notes,323,li,,QUALITY OF LIFE,,"Improved the choice of consumables that are auto-selected when either reaching full health, reaching full shields, or when dropping your last selected item. The new choice should more intelligently select shield consumables or prioritize syringes for quick healing. These changes were made to help new players have more optimal outcomes."
